roster_id,team,prompt_type,prompt_text
81,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
81,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
81,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
82,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
82,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
82,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
82,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
83,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
83,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
83,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
83,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
84,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=3, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
84,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=3, QBs=0. Their trade need score: -1.
What trade would you propose?"
84,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=3, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
84,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=3, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
85,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=1, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
85,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=1, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
85,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=1, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
85,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=1, QBs=0. Their trade need score: 0.
What trade would you propose?"
86,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
86,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
86,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
86,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose?"
87,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=3, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
87,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=4, TEs=3, QBs=0. Their trade need score: -1.
What trade would you propose?"
87,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=3, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
87,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=4, TEs=3, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
88,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
88,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=1, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
88,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
88,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=1, QBs=0. Their trade need score: -1.
What trade would you propose?"
89,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
89,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
89,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
89,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
90,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=5, WRs=4, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
90,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=5, WRs=4, TEs=1, QBs=0. Their trade need score: 1.
What trade would you propose?"
90,2,ToM,"You are the manager of Team 2. Your roster: RBs=5, WRs=4, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
90,2,Baseline,"You are the manager of Team 2. Your roster: RBs=5, WRs=4, TEs=1, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
91,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
91,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=4, TEs=3, QBs=0. Your trade need score: 0.
Your opponent (Team 2) has: RBs=2, WRs=5, TEs=2, QBs=0. Their trade need score: -3.
What trade would you propose?"
91,2,ToM,"You are the manager of Team 2. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
91,2,Baseline,"You are the manager of Team 2. Your roster: RBs=2, WRs=5, TEs=2, QBs=0. Your trade need score: -3.
Your opponent (Team 1) has: RBs=4, WRs=4, TEs=3, QBs=0. Their trade need score: 0.
What trade would you propose?"
92,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
92,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
92,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
92,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
93,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=3, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
93,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=3, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 2) has: RBs=3, WRs=3, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
93,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=5, WRs=3, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
93,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=3, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=5, WRs=3, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose?"
94,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
94,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=3, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=2, QBs=0. Their trade need score: -2.
What trade would you propose?"
94,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
94,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=2, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=3, QBs=0. Their trade need score: 1.
What trade would you propose?"
95,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=0, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
95,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=0, QBs=0. Their trade need score: 0.
What trade would you propose?"
95,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=0, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
95,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=0, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
96,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
96,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=5, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
96,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
96,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=5, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
97,1,ToM,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=5, WRs=3, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
97,1,Baseline,"You are the manager of Team 1. Your roster: RBs=5, WRs=4, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=5, WRs=3, TEs=2, QBs=0. Their trade need score: 2.
What trade would you propose?"
97,2,ToM,"You are the manager of Team 2. Your roster: RBs=5, WRs=3, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
97,2,Baseline,"You are the manager of Team 2. Your roster: RBs=5, WRs=3, TEs=2, QBs=0. Your trade need score: 2.
Your opponent (Team 1) has: RBs=5, WRs=4, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
98,1,ToM,"You are the manager of Team 1. Your roster: RBs=2, WRs=3, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
98,1,Baseline,"You are the manager of Team 1. Your roster: RBs=2, WRs=3, TEs=2, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=4, WRs=4, TEs=2, QBs=0. Their trade need score: 0.
What trade would you propose?"
98,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=2, WRs=3, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
98,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=4, TEs=2, QBs=0. Your trade need score: 0.
Your opponent (Team 1) has: RBs=2, WRs=3, TEs=2, QBs=0. Their trade need score: -1.
What trade would you propose?"
99,1,ToM,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=0, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
99,1,Baseline,"You are the manager of Team 1. Your roster: RBs=3, WRs=4, TEs=0, QBs=0. Your trade need score: -1.
Your opponent (Team 2) has: RBs=3, WRs=5, TEs=1, QBs=0. Their trade need score: -2.
What trade would you propose?"
99,2,ToM,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=0, QBs=0. Their trade need score: -1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
99,2,Baseline,"You are the manager of Team 2. Your roster: RBs=3, WRs=5, TEs=1, QBs=0. Your trade need score: -2.
Your opponent (Team 1) has: RBs=3, WRs=4, TEs=0, QBs=0. Their trade need score: -1.
What trade would you propose?"
100,1,ToM,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
100,1,Baseline,"You are the manager of Team 1. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 2) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
100,2,ToM,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose, and why? Consider what your opponent needs and what they believe about your needs."
100,2,Baseline,"You are the manager of Team 2. Your roster: RBs=4, WRs=3, TEs=2, QBs=0. Your trade need score: 1.
Your opponent (Team 1) has: RBs=4, WRs=3, TEs=2, QBs=0. Their trade need score: 1.
What trade would you propose?"
