scenario_id,variant,model,belief_modeling,perspective_taking,consistency,explanation_quality,overall,justification
37,tom_explicit,claude-4.5-sonnet,2,3,2,2,45,"Correctly notes B’s QB surplus and conservative style, but misreads B’s WR preferences (offers two volatile deep threats, not possession targets) and undervalues Sean Hernandez (Tier 1 RB). Claims both WRs have friendly playoff schedules (only Justin does) and labels them as possession-like. Asking B to part with a top RB plus an injured QB for low-tier WRs conflicts with B’s consensus-driven, volume-first mindset. A’s motives fit (injured dual-threat QB), but B’s acceptance is unlikely."
3,baseline,gemini-2.5-pro,1,1,2,2,30,"A’s rationale is A-centric (TE upgrade, playoff schedule) and ignores B’s preferences (dual-threat QBs, rookies, playoff schedule focus) and B’s TE scarcity. It also conflicts with A’s injury-averse profile by targeting a Doubtful TE. While a WR-for-TE swap is structurally plausible, it’s weakly aligned with both managers’ incentives and fails to argue why B would part with a TE with a friendly playoff schedule. Explanation is brief and generic."
30,tom_implicit,gpt-5,3,4,5,3,75,"Good recognition that B needs RB depth and both managers follow consensus. Clearly frames benefits for each side. Lacks nuance on B’s 0-8 urgency, B’s WR surplus/TE depth specifics, and A’s stylistic preferences. The trade is coherent and fits roster needs: B converts surplus WR1 and expendable TE4 into RB1+RB3; A upgrades to WR1 and a more receiving-oriented TE. Explanation is brief and generic."
14,simulate_opponent,gemini-2.5-pro,2,3,2,2,45,"Mentions B’s desire to reduce variance but ignores that B prefers veterans and high-powered offenses; Robinson is a rookie in a low-volume offense. Overlooks TE scarcity for B by asking for their Tier 2 TE, leaving only a Tier 4 option. Separates A’s and B’s benefits, but reasoning is shallow and value-lopsided. The claim of variance reduction conflicts with Campbell’s low volatility. Acceptance probability is unrealistically high."
42,tom_explicit,claude-4.5-sonnet,2,2,2,1,35,"Labels Holt as consistent despite deep‑threat variance and ignores Team B’s preference for possession WRs and schedule focus. Trade leaves Team A with a Tier 5/Q-tag QB while overpaying for a Tier 5 RB, making value and the 0.62 accept probability dubious. It minimally acknowledges B’s desire for veteran consistency via Chris Reed and separates sides briefly, but rationale is thin and not well tied to roster/context."
7,tom_explicit,claude-4.5-sonnet,2,2,2,2,40,"Misreads Team B’s needs: they already have two Tier-2 dual-threat QBs, making Nelson redundant, while trading away RB2 Sean Holt depletes RB depth. Incorrectly labels Holt as injured and overstates QB volatility (Sam Foster is low variance). Assumes B will pivot to floor despite stated upside preference and playoff-schedule focus. For Team A, acquiring a high-volatility RB conflicts with a conservative, floor-focused profile. Reasoning is structured but factually inconsistent; acceptance probability is inflated."
26,tom_implicit,gemini-2.5-pro,2,1,1,1,25,"Acknowledges B’s desire for upside/workhorse RB, but ignores B’s dual-threat QB preference and buy-low comfort. Misreads A’s conservative, stability-first profile; the trade sends A a doubtful committee RB and volatile WR. Value/coherence are poor: Tier 1 RB + solid WR for Tier 2 (doubtful) RB + Tier 4 WR. Claim that A gains stability is incorrect. Rationale is generic and lacks injury/role context. p_accept_B is understated; B would likely snap accept."
32,tom_explicit,gpt-5,3,3,2,2,50,"Shows some ToM by targeting B’s need for immediate help and dual-threat QB. However, it ignores B’s stated habit of buying injured players and preference for deep-threat WRs (trading away Moore). QB upgrade is marginal since B already has a Tier 2 QB. It’s inconsistent with A’s injury-cautious profile to acquire an Out TE, and with B’s injury-buying tendency to sell one. Rationale is terse and light on specifics."
18,simulate_opponent,gpt-5,2,3,2,2,45,"Mentions B’s schedule focus and offers RB depth, but ignores B’s strong preference for possession receivers and reliance on expert rankings. Mislabels Ethan Turner (Tier 4) as a TE upgrade over B’s Darian Taylor (Tier 2). A’s claim of acquiring a steadier WR is weak since Mason Torres is an outside, mid-variance option. Trade would also thin B’s WR depth. Some two-sided reasoning exists, but rationale is brief and partially inaccurate."
11,tom_explicit,claude-4.5-sonnet,3,3,2,3,55,"Good identification of Team B’s need for consistency and QB surplus, and that a possession WR could help them. However, it underweights B’s stated preference for workhorse RBs and immediate win equity, overlooks B’s glaring TE weakness, and ignores that B already has a possession WR (Caleb Foster). A Tier 3 WR for a Tier 2 RB is value-light for B; 0.72 accept probability is unrealistic. Reasoning is clear but misapplies playoff schedule importance to a 0-8 team."
6,tom_explicit,gpt-5,3,4,1,2,50,"Shows some ToM: B’s injury aversion and need for immediate, healthy upside are acknowledged; Jones retained; bye-week cover noted. Also recognizes A’s desire for dual-threat ceiling. However, it ignores that A would be left with no healthy QB (Clark is Out), conflicting with A’s urgent need to win. It also overlooks B’s preference for dual-threat QBs and consensus valuation—package (Tier3 QB, Tier3 RB, Tier5 WR) likely insufficient for a Tier1 asset. Rationale is terse and misses key context."
8,baseline,gemini-2.5-pro,2,2,1,1,30,"A offers B a healthy Tier 1 RB and top TE for B’s possession WR and a questionable RB, but claims A “upgrades” at RB—internally inconsistent. It ignores A’s injury-avoidance (A would add two questionable players) and B’s stated preference for possession WRs (they give up Thomas). Minimal explicit reasoning about B’s incentives or roster needs; TE not a clear need for B. Brief, inaccurate rationale."
23,tom_implicit,claude-4.5-sonnet,2,2,3,2,45,"Recognizes B could swap an injured RB for a healthy workload back, but overlooks B’s appetite for buying low on injuries and their stronger RB depth vs. bigger QB/TE/WR needs. A’s motive (“consolidates talent”) is inaccurate for a 2-for-2 lateral swap. Trade is feasible but not well-aligned with team contexts or B’s upside preference. Rationale is generic and thin on scenario specifics."
34,baseline,gemini-2.5-pro,1,0,2,1,20,"A’s ask (Flores) targets B’s steady RB2 despite B’s conservative, win-now mindset. Offer (injured RB3 Robinson + volatile WR4 Martinez) doesn’t match B’s floor/consistency preference or urgent needs. Minimal nod to B’s SoS focus; rationale is A-centric and generic. Trade is mechanically feasible but contextually unrealistic for B to accept. ToM reasoning is weak and lacks evidence-based justification."
49,tom_implicit,claude-4.5-sonnet,3,3,4,2,60,"Captures basic style fit: B gets stable veteran RB floors and A gets an upside rookie WR. Shows some perspective-taking but lacks nuance about B’s preference for true workhorse backs and heavy touches, and B’s urgency for immediate weekly starters. The offer is roster-coherent (B’s RB need, A’s RB surplus), and health/risk profiles align with B’s injury aversion. However, rationale is terse and generic, omitting player roles and usage specifics; p_accept seems somewhat optimistic given both RBs are committee pieces."
13,tom_implicit,gemini-2.5-pro,1,2,1,1,25,"Misreads Team B’s values: B prefers consistent veterans and possession WRs, yet would trade a Tier 1 RB and a Tier 3 possession WR for a rookie TE (Tier 4) and a Tier 5 WR. Calling Martinez a more stable WR is incorrect versus Hernandez. While it notes A’s RB need and B’s TE weakness, it overstates the TE upgrade and ignores B’s 8-0 risk profile. The deal is lopsided and unlikely, making the 0.7 acceptance probability unrealistic."
4,simulate_opponent,gemini-2.5-pro,2,3,2,2,45,"Acknowledges B’s ceiling-chasing, but ignores B’s preference for rookies/stacks and their fragile TE room (trading away Brandon Taylor with Walker doubtful). Calls it a TE upgrade for A despite Holt being Tier 3 vs Brandon Tier 4 and A’s dislike of rookies. Overlooks A’s injury caution while requesting the questionable Josh Martin. Rationale is brief and generic, with limited multi-agent reasoning."
20,baseline,gpt-5,0,1,1,1,15,"Purely A-centric and misreads B’s incentives. B is cautious on injuries and likely keeps their only healthy, ascending TE (Taylor). Asking for Alex White (doubtful) contradicts A’s injury-avoidant profile and urgent win needs. Claiming Alex White > James Holt ignores tiers (T2 vs T1) and health. A already has a better TE than Taylor, making the ‘upgrade’ rationale incorrect. Minimal, inaccurate explanation."
15,tom_implicit,gpt-5,3,3,3,2,55,"It notes B’s appetite for ceiling/rookies (Nick Torres + volatile Garcia) and A’s desire for steadier pieces (Ben King, low-variance Scott). However, it underestimates B’s likely reluctance to trade a Tier 1 rookie (Scott) and to lose RB depth for a Tier 5 WR. It also glosses over A’s preference for proven vets and urgent win-now needs. The rationale is terse and light on roster/usage context, making the 0.6 acceptance estimate optimistic."
47,baseline,gemini-2.5-pro,1,1,2,1,25,"Asking B to give a Tier 1 RB (Rodriguez) for A’s Tier 5 outside WR (Martinez) ignores B’s conservative, consensus-driven approach and preference for stable floors and possession WRs. The rationale only reflects A’s needs, not B’s incentives. While the trade is mechanically feasible, it’s highly imbalanced and misaligned with B’s priorities. Explanation is generic and lacks evidence-based reasoning."
28,tom_explicit,claude-4.5-sonnet,1,2,3,1,35,"Misreads Team B’s conservative, floor-first values by offering a volatile committee RB and a high-variance rookie deep threat for B’s low-vol RB and steadier WR. While it notes different aims for A and B, it incorrectly assumes B wants upside rookies. The trade is structurally feasible, but risk profiles and player archetypes don’t fit B’s stated preferences. Rationale is sparse and not grounded in the scenario’s specific priorities."
40,tom_explicit,gemini-2.5-pro,2,3,2,2,45,"Identifies B’s preference for stability and playoff schedule, but ignores B’s reliance on expert rankings and desire for workhorse RBs. Offers a Tier 5 WR and Tier 4 committee RB for a Tier 2 WR—value mismatch a conservative 8-0 team won’t accept. Labels the incoming pieces as “stable,” which is only partly true (Brandon Martinez is mid-variance). Rationale is brief and generic, lacking nuanced, evidence-based reasoning from both sides."
23,simulate_opponent,claude-4.5-sonnet,2,2,3,2,45,"Acknowledges B might want a workhorse with a friendly playoff slate, but ignores B’s preference for high-upside deep-threat WRs and buying low on injured players (they’re giving up Alex King). B’s RB depth is already strong while WR depth is thinner, so losing Trevor Martin for a Tier 5 slot WR plus a Tier 5 RB is misaligned. A’s aim to upgrade WR is coherent, but the rationale is superficial and lacks roster/injury context. Feasible trade, but weak ToM and optimistic accept probability."
7,baseline,gpt-5,1,1,2,1,25,"A-centric and lopsided. It asks B to give up a Tier 1 RB and a preferred dual-threat QB for a Tier 4 pocket QB, a WR2, and an injured Tier 4 RB—misaligned with B’s urgent need to win and upside preferences. It ignores B’s values (dual-threat QBs, big-play upside) and playoff-slate thinking. It also conflicts with A’s stated preference for pocket passers. The rationale is generic and doesn’t address B’s incentives or constraints."
29,tom_explicit,gemini-2.5-pro,2,2,2,1,35,"Mentions B’s playoff-schedule preference and high-upside WRs, but ignores B’s injury-buying tendency and QB depth (has Chris Lee). Calling this a QB upgrade for B is dubious: Caleb (Tier 4, questionable) vs Logan Clark (Tier 1, out). B likely prefers holding/buying injured studs, not selling them for lower-tier assets. Rationale is generic and thin on roles/health context. Trade seems A-tilted; acceptance odds look optimistic."
26,baseline,gemini-2.5-pro,1,1,3,1,30,"A-centric rationale with little modeling of B’s motives. Ignores B’s preference to buy low on injured players (making them less likely to sell Tyler Anderson) and their dual-threat QB emphasis. Doesn’t mention Anderson’s Doubtful status or B’s TE depth. The trade is plausible (A needs TE, B could use RB help), but paying a Tier 1 RB for an injured TE is risky for A’s conservative style. Minimal, non-evidence-based explanation."
17,tom_explicit,gpt-5,2,2,2,2,40,"Correctly notes B’s TE weakness and preference for committee RBs/dual-threat QBs, but wrongly assumes QB surplus despite Clark being out. Offers an injured RB (Taylor, Q) to a manager who avoids injuries, undercutting fit. B needs immediate starters and would be left without a healthy QB. Rationale is concise but includes inaccuracies (“without injury risk,” TE1 claim) and overlooks B’s risk tolerance and urgent need at QB."
0,tom_explicit,gemini-2.5-pro,1,2,1,1,25,"Misreads Team B: they prefer stable floors, possession WRs, and often buy injured players; this deal gives them a Tier 5 workhorse and a high-variance deep threat while losing a steady Tier 2 RB. ‘Consolidates depth’ is inaccurate for a 2-for-2. Little reference to B’s veteran/possession preferences or injury-buying tendency. Acceptance probability seems inflated. Rationale is generic and not grounded in roster context."
48,tom_implicit,claude-4.5-sonnet,2,2,2,2,40,"Little evidence of Team B’s mindset (consensus-trusting) beyond vague “high-variance swap.” B would highly value a Tier 1, ascending RB (Thompson), so acceptance likely higher. Offer contradicts Team A’s ceiling/volume preference by downgrading RB from Tier 1 to Tier 3 for a modest WR upgrade. All statuses fit, but strategic fit is poor. Rationale is generic, ignores tiers, playoff outlooks, and manager psychologies."
42,baseline,gpt-5,1,1,3,2,35,"Offer ignores Team B’s consistency/schedule focus. B gives a healthy workhorse with a friendly playoff slate for two committee RBs (one with declining role) and a volatile deep-threat WR with tough playoff matchups—poor fit for B’s preferences. Rationale is A-centric and vague, not explaining B’s incentive or leveraging B’s TE depth convincingly. Trade is feasible and offloads B’s Q TE, but value logic is muddled (requesting a Tier-5 ‘workhorse’ while A ships a Tier-1 RB)."
9,tom_explicit,gpt-5,2,2,2,2,40,"Acknowledges B’s conservative/zero-RB lean and playoff schedule, but misreads needs: trading a Tier 1 workhorse RB for a Tier 4 pocket QB (when B already has a pocket QB) and a deep-threat WR labeled as “steadier” clashes with B’s floor/possession preference and urgent need for wins. The offer doesn’t clearly improve B’s lineup now. Acceptance probability is overstated. Rationale is brief and overlooks roster context and role fits."
35,baseline,gpt-5,1,1,3,2,35,"Reasoning centers on Team A’s needs and ignores Team B’s 1-7 urgency, contrarian stance, and preference for established healthy players. Offers a QB2 upgrade but asks for a key RB2; Sam Miller adds no value. Trade is feasible (QB surplus for A, TE depth on B), but the TE “upgrade” claim is shaky and value seems off. Explanation is brief and not B-focused."
10,baseline,gemini-2.5-pro,0,1,1,1,15,"No evidence of Team B’s preferences or urgency is considered. The proposal centers only on Team A and misreads needs: Team A already has a healthy Tier 1 TE (Adam Wilson), while the target (Marcus Garcia) is a Tier 4, questionable TE. Giving up a Tier 2 ascending WR (Torres) weakens A’s WR corps. Rationale is generic and factually off (“major TE weakness,” “high-usage TE”). Trade is feasible but strategically incoherent."
0,simulate_opponent,gpt-5,2,3,3,2,50,"Identifies B’s QB/TE surplus and A’s desire for a steadier QB, but misses that B prefers possession WRs and pocket passers, and needs immediate floors (Eric Davis is doubtful, high variance). Calling Michael Roberts a floor TE is shaky. Trade is feasible, but handing B an injured boom/bust WR while taking their only pocket QB conflicts with B’s stated preferences and urgency. Rationale is brief and generic."
39,tom_explicit,gemini-2.5-pro,1,2,3,2,40,"Misreads Team B’s mindset: B embraces volatility and contrarian upside, yet rationale frames them as seeking stability. Fails to leverage B’s preference for deep-threat WRs explicitly or acknowledge B’s RB depth needs—trading away their Tier 1 RB leaves RBs thin. Offer is somewhat coherent (WR1 + injured stash for RB1) but light for B. Explanation is generic and not grounded in roster context or B’s stated values."
10,tom_implicit,gemini-2.5-pro,2,3,2,2,45,"Acknowledges B’s desire for stability but overlooks key beliefs: B prioritizes workhorse RB volume and immediate wins. Alex White is a committee back and doubtful, not a reliable floor, and B already has RB depth while needing WR stability. Trading a Tier 1, high-variance WR for Torres plus an injured RB mismatches B’s incentives. Calling them “reliable weekly starters” contradicts roles/health. Rationale is brief and lacks specific usage/injury context."
23,tom_explicit,gpt-5,3,3,2,2,40,"Acknowledges B’s 4-4 status and appetite for upside/rookies, and frames A as seeking safety. However, it misses B’s RB surplus and WR need specifics, and ignores B’s comfort with injury risk beyond a mention. The offer is lopsided toward B (A gives a Tier 1 RB and Tier 2 WR for a Tier 2 RB and Tier 4 WR), undermining A’s stated goals. Calling the return a ‘breakout WR’ is tenuous, and the acceptance probability seems low given value to B. Rationale is too terse and under-evidenced."
29,tom_explicit,claude-4.5-sonnet,2,3,2,2,45,"Acknowledges B’s appetite for upside but mislabels players as rookies and ignores B’s urgent need for immediate production. Offering an Out Tier-5 TE and a Doubtful WR for B’s depth RB partly aligns with B’s injured buy-low tendency, yet Wright’s low ceiling and B’s win-now need undermine it. A’s ask (Tier-5 RB) doesn’t fit A’s urgent-win need given existing RB depth. Rationale is brief, lacks roster/role context, and misses B’s RB depth and TE situation nuances."
3,tom_explicit,gemini-2.5-pro,2,3,2,2,45,"It notes B’s desire for a dual-threat QB and RB depth, but ignores B’s consensus-trusting nature (unlikely to downgrade from a Tier 1 QB) and their playoff/SOS focus. It also contradicts A’s strict injury aversion by targeting Cameron Harris (Questionable) and doesn’t deliver A a workhorse RB. The swap asks B to downgrade at both QB and RB, making the 0.65 accept probability unrealistic. Rationale is terse and lacks specifics on tiers, roles, and injury risk."
37,simulate_opponent,gpt-5,1,2,2,1,30,"Attempts ToM by noting A’s QB need and B’s desire for steadiness, but misreads B: Torres is a deep-threat with mid variance (not “steadier”), and B prefers stable, volume WRs. It wrongly calls Lucas Carter a stable starter despite being Out, and undervalues B’s reliance on Chris Lee (low-variance QB) for a conservative manager. Trade is feasible but lopsided and rationale is factually inconsistent and thin."
1,simulate_opponent,gemini-2.5-pro,1,2,3,2,40,"Superficial read of Team B. B is conservative and values stable, workhorse-like RBs and possession WRs; trading away Ben King (low volatility) for a committee RB (Jordan Green) and an outside WR with mid variance (Trevor Brown) conflicts with B’s preferences. It ignores B’s RB uncertainty with Alex White doubtful, making RB depth less expendable. Calling Brown a “stable veteran WR” is inaccurate. Reasoning is brief and not grounded in B’s actual priorities."
21,tom_implicit,gpt-5,2,3,4,2,55,"Shows basic ToM by noting B’s RB need and A’s desire for stable WRs, but ignores B’s urgent-win context (playoff schedule cited instead) and B’s preference for consensus/possession profiles. Trade is feasible: Tier 3 steady RB for Tier 4 steady-ish WR fits both rosters, though value may favor B. Explanation is overly brief and misses roster depth, bye impacts, and usage details. Overall, passable but shallow perspective-taking."
43,tom_explicit,gemini-2.5-pro,2,2,1,1,30,"Identifies Team B’s desire for stable workloads, but ignores their reliance on expert consensus and the massive value gap (Tier 5 RB for a Tier 1 RB plus WR). Robinson’s mid volatility in a run-heavy/low-pass offense also clashes with B’s stated fades. The offer heavily favors A and the 0.6 acceptance probability is unrealistic. Rationale is brief and not grounded in tiers, roles, or B’s incentives, yielding weak ToM and poor internal coherence."
43,tom_explicit,gpt-5,3,3,1,2,45,"It notes B’s conservative preference for workhorse RBs and frames Trevor as a boom/bust WR, but ignores that B trusts consensus rankings—giving up a Tier 1 WR plus a depth RB for a Tier 5 RB is unrealistic. The offer is A-skewed despite nods to B’s mindset. Minimal rationale and no detail on roles, tiers, or schedule context. B still needs wins and would demand more or a safer, higher-ranked RB to part with Trevor."
44,simulate_opponent,gpt-5,2,2,2,2,40,"Identifies B’s WR surplus and RB need, but ignores B’s strict injury avoidance (offers Q-tag Liam Green) and preference for workhorse, low-variance players (Austin Wright is a Tier 5 committee RB). Perspective is mostly B-centric without clearly contrasting A’s motives, and the move conflicts with A’s stated preference to buy injured players and value workhorse RBs. Rationale is generic and lacks player-specific evidence or acknowledgment of B’s conservative, consensus-driven mindset."
36,tom_explicit,claude-4.5-sonnet,1,2,1,1,25,"Misreads Team B’s needs: claims B needs RB depth while asking for their Tier 1 workhorse, reducing depth. Ignores B’s urgent need for immediate wins and reliance on expert consensus, making an injured QB (Out) and a doubtful WR poor near-term returns. Minimal, generic rationale with incorrect premise; no balancing of A vs B incentives. Offer is unrealistic and internally inconsistent."
11,simulate_opponent,claude-4.5-sonnet,3,2,4,2,55,"Identifies B’s desire for consistency but overlooks B’s urgent need for immediate wins and injured-player buying tendency; playoff schedule is less relevant at 0-8. Does not clearly articulate A’s motives (A values possession WRs, giving up an elite TE). Trade is coherent: B upgrades a shaky TE spot and has WR depth to spare, while A gains a steadier possession WR. Rationale is brief and generic, lacking specific roster/health context."
18,tom_explicit,gpt-5,1,2,1,1,25,"Misreads Team B: trading a Tier 1, low-variance QB contradicts their conservative, consensus-driven approach. Labeling Ethan Turner as a TE upgrade is incorrect versus B’s Tier 2 Darian Taylor. The RB pieces (King, L. Torres) are low-tier/declining and don’t deliver the stable floor B seeks, despite the minor injury buy angle. Also conflicts with Team A’s injury-avoidance by targeting Q Cameron Harris. Rationale is brief and inaccurate."
36,tom_implicit,gemini-2.5-pro,3,3,2,2,50,"Recognizes B’s appetite for ceiling via dual-threat QB and deep-threat WR, but ignores B’s urgent need for immediate points; both incoming pieces are out/doubtful. Overlooks A’s stated avoidance of injury concerns while targeting a Questionable workhorse. Value/timeline mismatch makes B unlikely to part with a Tier 1 RB now. Rationale is brief and generic, lacking specifics on statuses, roster fit, and timing. Acceptance probability seems optimistic."
43,tom_explicit,claude-4.5-sonnet,2,2,1,2,35,"Recognizes B values workhorse RBs, but ignores B’s conservative, consensus-driven mindset and existing RB depth. Offers a Tier 5 RB from a low-volume offense (which B likely fades) for B’s Tier 1 and Tier 2 WRs—an extreme value gap and a 2-for-1 depth hit B won’t accept while needing wins. Mislabels the asked WRs as “stable” despite mid variance and one declining role. Rationale is too shallow and overlooks roster context and market value; acceptance probability is overstated."
6,tom_explicit,claude-4.5-sonnet,2,2,3,2,45,"Identifies B’s appetite for upside and rookie WRs and offers a TE upgrade, but misreads B’s QB situation by implying a viable dual-threat backup (Logan Clark is out) and ignores B’s strong preference for dual-threat QBs. Reasoning is thin and omits B’s urgent 0-8 context and TE need specifics. The trade itself is plausible and addresses B’s TE weakness while backfilling QB with Flores, but style/fit concerns remain. Explanation lacks depth."
44,simulate_opponent,claude-4.5-sonnet,1,1,0,1,15,"Trade asks Team B to give up Tier-1 QB and RB plus a Tier-2 WR for a Tier-3 QB and Tier-5 RB. It ignores B’s consensus-driven, conservative mindset and preference for pocket passers (James Jones is dual-threat) and urgent need for immediate, high-floor production. Acceptance probability is unrealistic. Rationale is generic and doesn’t address B’s incentives, roster needs, or risk profile."
1,simulate_opponent,claude-4.5-sonnet,2,2,2,2,40,Notes Team B’s conservatism but ignores that B already has a Tier 1 QB and values workhorse RBs and stable targets. Offering a Tier 5 QB and a questionable committee RB for B’s Tier 3 RB and Tier 2 WR is lopsided and unlikely for a consensus-trusting manager. Little evidence B would sacrifice WR/RB stability for QB depth. Explanation is generic and miscasts Holt as a pure stability play. Acceptance probability is overstated.
11,simulate_opponent,gemini-2.5-pro,0,1,1,1,15,"Misreads Team B’s needs and values: B has solid RBs and prefers workhorse reliability, yet is offered an Out, low-tier committee RB mislabeled as stable. B also needs immediate wins; trading a healthy Tier 2 possession WR (a clear B preference) for an uncertain RB is counter to their incentives. Minimal separation of perspectives, unrealistic acceptance probability, and a generic, inaccurate rationale."
10,tom_explicit,claude-4.5-sonnet,2,3,1,2,40,"Model notes B’s traits but misreads incentives: a 1-7, conservative, veteran-preferring manager needing wins won’t trade a Tier 1 RB and solid veteran WR for a doubtful boom/bust WR and a Tier 4 volatile RB. Offer conflicts with B’s volume/stability priorities and urgency. Reasoning mentions contrarianism but uses it to justify the opposite of B’s stated values. Acceptance probability is unrealistic."
13,baseline,gpt-5,1,1,3,2,35,"Proposal centers on A’s needs, not B’s. It overlooks B’s preferences (consistency, veterans, pocket passers) and B’s TE weakness. B already has a Tier 1 QB, reducing the appeal of a dual-threat QB; Anderson fits but may not justify losing RB depth. The 2-for-1 for a Tier 5 “workhorse” only loosely supports A’s stated stability goal. Rationale is brief and generic."
41,tom_implicit,gpt-5,1,2,2,1,30,"B is 1-7 and needs reliable, healthy production; trading a healthy Tier 2 WR (Justin Young) for an Out, Tier 5 WR (Lucas Allen) contradicts that. B already has multiple Tier 2 TEs, so TE ‘depth’ is not a compelling gain, though Darian Taylor is an upgrade over Liam Adams. The rationale mislabels Allen as a steadier WR and ignores B’s urgency and preferences for consistency. Acceptance probability is overstated."
25,tom_implicit,gemini-2.5-pro,1,2,1,1,25,"Trade misunderstands Team B’s profile and needs (zero RB, values rookies/dual-threat QBs/injured buys). It labels Nick Holt a WR2 (he’s Tier 4) and claims B ‘needs’ an RB despite already having multiple. For Team A, calling Ethan Turner (Tier 4 TE, tough playoffs) an ‘upgrade’ is incorrect—A already rosters a Tier 1 TE and ample TE depth. The offer is lopsided and incoherent for A, with thin, error-prone rationale."
32,simulate_opponent,gemini-2.5-pro,2,2,1,1,30,"Claims B needs a QB upgrade ignore that B already has Logan Holt (Tier 2). Offering Jamal Lopez (Out) doesn’t help a 1-7 team ‘win now,’ despite B’s general willingness to buy injuries. The rationale that A gets a “major TE upgrade” is incorrect—A already has a healthy Tier 1 TE, while Xavier Foster is Out (Tier 3). The value and motivations are mismatched and inconsistently explained."
25,simulate_opponent,gpt-5,3,3,2,2,50,"Acknowledges B’s desire for dual-threat QB and WR surplus, but overlooks key factors: Jake Green and B’s QB share the same bye (Week 10), A’s injury-cautious approach conflicts with acquiring a Questionable WR, and A would lose their only healthy elite dual-threat QB during a playoff push. Rationale is brief and lacks detail on value, roles, and team philosophies (e.g., B’s zero-RB WR depth preservation). Coherence and ToM are only moderate."
49,simulate_opponent,claude-4.5-sonnet,2,2,1,1,30,"Notes B’s veteran/stability lean but ignores B’s desire for workhorse volume and heavy touches; both incoming RBs are committee types. Offer clashes with A’s ceiling-chasing profile and mislabels the move as ‘consolidating depth’ while trading two superior RBs for a tier-4 rookie. Rationale is thin, skipping B’s urgent need for wins, roster/waiver implications, and injury aversion context."
22,tom_implicit,claude-4.5-sonnet,1,2,2,1,30,"Offer ignores Team B’s preference for consistency and injured buy-lows: Moore/Taylor are high-variance WRs, while Liam Torres is a committee RB with a Q tag and Ethan Turner isn’t a reliable TE upgrade. Minimal separation of A vs. B incentives, and A’s injury-cautious profile conflicts with acquiring Torres. The rationale mislabels Torres’ workload and Turner’s reliability, and provides almost no evidence. Acceptance probability seems overstated."
38,simulate_opponent,gemini-2.5-pro,3,3,4,2,60,"Acknowledges B’s desire for a dual-threat QB and playoff push, but ignores B’s injury aversion and the RB depth hit from losing a steady Tier 2 (Harris) while relying on a Questionable RB. Separates A’s desperation and QB depth from B’s needs, but shallowly. Trade is plausible and roster-coherent, yet the rationale is generic and omits schedule/role details. The 0.85 acceptance probability is overstated given B’s safer-floor tendencies and consensus-driven approach."
49,simulate_opponent,gpt-5,3,3,3,2,55,"Understands Team B’s need for floor and offers healthy veteran RBs, but misses that B prefers true workhorse volume and values touches heavily—both RBs are committee types. The move fits B’s WR surplus, yet A overpays for a Tier 4 boom/bust rookie, making A’s side less coherent for ceiling-chasing. Rationale is very brief and lacks specifics (usage trends, injury risk aversion, bye/starter context). Coherent and likely acceptable for B, but ToM depth is limited."
35,tom_explicit,gpt-5,4,3,4,3,70,"Good read on B: contrarian, prefers vets, healthy players, and playoff schedules; QB depth and WR help match B’s needs. Clear that A seeks a young upside RB. Minor flaws: calling Johnson a “safe” start ignores his volatility; rationale doesn’t note A’s risk of trading away their only healthy reliable QB. Overall coherent and plausible for B’s situation."
5,tom_explicit,gemini-2.5-pro,2,2,1,1,30,"Mentions B’s desire for stability and roster consolidation, but misreads needs: B already has a workhorse RB and highly values low-variance Devon Miller, making him unlikely to trade. Asks for B’s Tier 1 QB plus an out TE for A’s Tier 5 RB—poor value and mismatched to B’s conservative style. Claims A has a TE hole despite rostering a Tier 1 TE. Rationale is brief and not grounded in roster/context specifics."
1,tom_explicit,gpt-5,2,2,2,2,40,"Identifies B’s conservative, floor-seeking mindset and Week 10 QB bye need, but misreads core values. B trusts consensus and prioritizes RB workloads; trading a Tier 2 RB (Flores) for a Tier 5 QB (Roberts) and Tier 5 WR (Taylor) is unlikely. Flores isn’t expendable given B’s RB room and Alex White’s doubtfulness. Offer is feasible roster-wise but value is off, and acceptance probability is overstated. Rationale is brief and lacks evidence about B’s RB priorities and player tiers."
45,tom_explicit,gemini-2.5-pro,2,2,1,1,30,"It notes B’s WR depth and frames a playoff push, but ignores B’s consensus-driven valuations: trading a Tier 2 WR (Isaiah) and Tier 2 RB (Roberts) for a Tier 5 RB (Robinson) is implausible. B prefers young ascending, healthy players; Isaiah’s minor Q plus losing Roberts makes acceptance unlikely. A’s injury-cautious profile clashes with targeting a Q WR. The rationale is generic and doesn’t engage tiers, roles, or playoff schedules. The 0.6 acceptance probability is unrealistic."
23,simulate_opponent,gpt-5,2,2,4,2,50,"Acknowledges B’s need for immediate RB help and a startable TE, but ignores B’s RB surplus and comfort buying low on injured players—reasons to keep an elite, albeit doubtful, TE. The offer is roster-coherent (A consolidates at TE; B gets a Tier 1 RB and a TE4), but the rationale is generic and lacks evidence about B’s motivations or roster context."
20,simulate_opponent,gemini-2.5-pro,2,3,2,2,45,"Correctly notes B’s QB surplus, but ignores B’s injury caution and affinity for dual-threat QBs—trading away a Tier 1 dual-threat for a Tier 4 QB and a questionable WR is misaligned. B already has a rookie deep-threat (Ben Martin), so the stated WR ‘need’ is weak. Value is lopsided; A already rosters a Tier 1 QB, reducing A’s urgency. The acceptance probability is overstated."
